State,County,FIPS,Area,1987_N_FarmFertilizer,1987_N_NonfarmFertilizer,1988_N_FarmFertilizer,1988_N_NonfarmFertilizer,1989_N_FarmFertilizer,1989_N_NonfarmFertilizer,1990_N_FarmFertilizer,1990_N_NonfarmFertilizer,1991_N_FarmFertilizer,1991_N_NonfarmFertilizer,1992_N_FarmFertilizer,1992_N_NonfarmFertilizer,1993_N_FarmFertilizer,1993_N_NonfarmFertilizer,1994_N_FarmFertilizer,1994_N_NonfarmFertilizer,1995_N_FarmFertilizer,1995_N_NonfarmFertilizer,1996_N_FarmFertilizer,1996_N_NonfarmFertilizer,1997_N_FarmFertilizer,1997_N_NonfarmFertilizer,1998_N_FarmFertilizer,1998_N_NonfarmFertilizer,1999_N_FarmFertilizer,1999_N_NonfarmFertilizer,2000_N_FarmFertilizer,2000_N_NonfarmFertilizer,2001_N_FarmFertilizer,2001_N_NonfarmFertilizer,1987_P_FarmFertilizer,1987_P_NonfarmFertilizer,1988_P_FarmFertilizer,1988_P_NonfarmFertilizer,1989_P_FarmFertilizer,1989_P_NonfarmFertilizer,1990_P_FarmFertilizer,1990_P_NonfarmFertilizer,1991_P_FarmFertilizer,1991_P_NonfarmFertilizer,1992_P_FarmFertilizer,1992_P_NonfarmFertilizer,1993_P_FarmFertilizer,1993_P_NonfarmFertilizer,1994_P_FarmFertilizer,1994_P_NonfarmFertilizer,1995_P_FarmFertilizer,1995_P_NonfarmFertilizer,1996_P_FarmFertilizer,1996_P_NonfarmFertilizer,1997_P_FarmFertilizer,1997_P_NonfarmFertilizer,1998_P_FarmFertilizer,1998_P_NonfarmFertilizer,1999_P_FarmFertilizer,1999_P_NonfarmFertilizer,2000_P_FarmFertilizer,2000_P_NonfarmFertilizer,2001_P_FarmFertilizer,2001_P_NonfarmFertilizer,1982_N_ManureUnconfined,1982_N_ManureConfined,1987_N_ManureUnconfined,1987_N_ManureConfined,1992_N_ManureUnconfined,1992_N_ManureConfined,1997_N_ManureUnconfined,1997_N_ManureConfined,1982_P_ManureUnconfined,1982_P_ManureConfined,1987_P_ManureUnconfined,1987_P_ManureConfined,1992_P_ManureUnconfined,1992_P_ManureConfined,1997_P_ManureUnconfined,1997_P_ManureConfined,1985_N_AtmosphericDeposition,1986_N_AtmosphericDeposition,1987_N_AtmosphericDeposition,1988_N_AtmosphericDeposition,1989_N_AtmosphericDeposition,1990_N_AtmosphericDeposition,1991_N_AtmosphericDeposition,1992_N_AtmosphericDeposition,1993_N_AtmosphericDeposition,1994_N_AtmosphericDeposition,1995_N_AtmosphericDeposition,1996_N_AtmosphericDeposition,1997_N_AtmosphericDeposition,1998_N_AtmosphericDeposition,1999_N_AtmosphericDeposition,2000_N_AtmosphericDeposition,2001_N_AtmosphericDeposition
FL,HARDEE,12049,"1,653","6,961,031","15,506","5,623,275","14,679","6,237,113","15,997","6,532,548","20,459","6,256,823","17,984","6,699,696","21,127","6,606,250","27,959","6,322,668","23,604","6,168,740","21,159","6,305,855","24,392","6,309,126","24,884","5,946,858","13,871","6,634,731","17,688","6,921,240","26,193","5,983,968","25,330","1,358,778","3,133","1,025,696","2,368","1,084,805","2,567","1,187,707","3,214","1,099,088","2,840","1,123,841","3,066","1,126,490","4,009","1,113,957","3,565","1,047,520","3,029","1,123,283","3,654","1,127,469","3,638","900,240","1,889","1,123,782","2,072","1,198,022","3,272","988,004","3,079","3,522,970","285,505","3,268,734","423,021","3,746,676","463,824","4,150,696","498,330","1,118,920","63,190","1,009,300","82,304","1,167,710","89,123","1,287,603","96,058","380,204","456,385","485,511","468,135","502,475","496,204","670,452","606,422","716,680","597,536","625,163","529,249","556,742","640,298","500,996","493,001","591,151"
FL,HENDRY,12051,"3,082","13,968,980","16,927","11,619,393","17,161","13,236,535","19,088","14,207,105","24,393","13,917,564","21,789","15,216,127","24,572","15,134,792","32,378","14,609,949","27,771","14,375,631","24,808","14,818,797","29,240","14,949,747","30,298","14,045,006","16,503","15,616,165","21,571","16,232,889","31,920","13,983,078","31,276","2,726,715","3,420","2,119,399","2,768","2,302,196","3,064","2,583,046","3,832","2,444,791","3,441","2,552,431","3,566","2,580,766","4,643","2,574,049","4,195","2,441,141","3,552","2,639,722","4,381","2,671,587","4,429","2,126,143","2,248","2,645,045","2,527","2,809,809","3,988","2,308,725","3,801","5,740,747","422,812","4,522,386","285,185","3,895,676","209,793","4,741,936","157,220","1,862,677","93,280","1,452,451","65,163","1,193,723","37,943","1,157,614","21,449","725,169","685,133","911,571","664,294","874,926","929,397","1,015,639","912,290","1,064,151","1,151,580","1,129,828","880,941","1,117,412","1,187,314","940,867","871,381","1,048,428"
FL,HERNANDO,12053,"1,274","456,592","111,235","339,583","117,758","346,182","135,946","332,561","187,991","291,432","165,191","284,676","183,239","282,254","241,316","271,615","204,016","266,438","179,696","273,823","211,035","275,424","214,706","299,640","117,519","380,459","150,118","446,684","220,959","430,742","222,079","89,126","22,474","61,941","18,996","60,211","21,819","60,464","29,529","51,194","26,085","47,753","26,596","48,130","34,603","47,854","30,817","45,244","25,726","48,777","31,618","49,219","31,387","45,360","16,007","64,442","17,586","77,318","27,606","71,119","26,993","920,883","883,059","883,013","898,497","614,287","352,264","515,327","315,835","280,864","288,414","264,706","292,728","173,803","102,802","140,975","87,890","300,617","329,181","380,529","328,469","431,709","374,713","479,242","455,177","469,382","432,592","487,939","394,402","359,364","308,642","388,718","432,793","384,061"
FL,HIGHLANDS,12055,"2,865","7,517,181","59,173","6,023,178","59,804","6,629,266","66,544","6,892,633","88,729","6,556,003","76,880","6,973,854","85,586","7,164,684","112,818","7,131,893","95,280","7,225,395","84,808","7,658,108","99,968","7,933,379","101,020","7,723,136","54,777","8,899,312","69,930","9,588,740","102,520","8,563,200","101,355","1,467,338","11,955","1,098,639","9,647","1,153,011","10,680","1,253,175","13,937","1,151,642","12,140","1,169,830","12,422","1,221,713","16,177","1,256,530","14,392","1,226,952","12,141","1,364,164","14,978","1,417,730","14,768","1,169,134","7,461","1,507,353","8,192","1,659,750","12,808","1,413,857","12,319","4,429,227","527,025","4,449,357","488,706","4,442,577","395,409","5,141,967","343,893","1,379,244","94,420","1,381,594","87,264","1,391,630","70,231","1,626,840","61,138","644,600","724,098","850,583","746,353","888,853","862,599","1,102,329","1,018,662","1,107,186","1,019,189","1,109,624","918,514","1,029,854","1,046,889","929,596","821,130","1,023,814"
FL,HILLSBOROUGH,12057,"2,783","10,093,095","1,650,739","7,878,456","1,641,792","8,452,153","1,785,181","8,570,436","2,309,891","7,954,113","1,934,594","8,259,803","2,117,919","7,752,694","2,729,616","7,046,142","2,252,630","6,511,221","1,982,320","6,285,797","2,317,941","5,920,010","2,354,137","6,049,793","1,289,661","7,291,192","1,663,815","8,190,341","2,456,304","7,603,913","2,468,791","1,970,150","333,510","1,437,045","264,848","1,470,061","286,516","1,558,223","362,834","1,397,238","305,494","1,385,542","307,400","1,321,980","391,410","1,241,422","340,266","1,105,677","283,796","1,119,710","347,280","1,057,932","344,143","915,822","175,666","1,234,972","194,913","1,417,696","306,880","1,255,470","300,069","3,722,558","2,704,889","3,235,960","2,357,695","3,042,324","1,565,993","2,951,420","1,095,776","1,100,455","832,232","965,697","738,530","946,442","500,265","947,932","357,959","641,134","764,114","817,765","783,082","853,863","834,169","1,122,492","1,019,095","1,192,587","1,000,711","1,054,218","888,538","897,277","975,384","843,246","858,029","954,201"
FL,HOLMES,12059,"1,266","1,063,094","12,079","819,253","11,917","867,514","13,139","868,047","16,832","794,802","13,910","814,060","15,278","747,073","19,585","661,946","16,456","594,247","15,153","554,910","17,507","502,809","17,858","514,752","9,552","621,356","12,153","698,959","17,490","649,726","17,123","207,514","2,440","149,433","1,922","150,884","2,109","157,823","2,644","139,617","2,197","136,555","2,218","127,390","2,808","116,625","2,486","100,910","2,169","98,848","2,623","89,854","2,611","77,923","1,301","105,244","1,424","120,985","2,185","107,275","2,081","818,082","958,679","647,189","1,198,645","563,950","975,823","757,309","1,013,994","254,437","279,154","202,896","352,487","172,335","280,500","238,149","293,780","277,573","308,734","295,482","322,009","476,227","343,861","450,543","349,696","451,310","400,131","459,777","371,339","432,556","375,506","409,698","406,062","347,283"
FL,INDIAN RIVER,12061,"1,338","9,091,795","105,295","6,877,420","106,142","7,141,747","119,949","7,000,832","159,700","6,272,841","136,834","6,279,694","151,479","5,980,362","195,181","5,521,707","163,125","5,190,946","144,179","5,106,336","168,326","4,909,589","171,518","4,633,487","94,279","5,176,135","121,770","5,406,878","179,912","4,681,140","179,421","1,774,699","21,274","1,254,454","17,122","1,242,145","19,251","1,272,847","25,085","1,101,901","21,608","1,053,388","21,986","1,019,764","27,988","972,840","24,641","881,480","20,641","909,609","25,219","877,366","25,074","701,421","12,842","876,727","14,265","935,896","22,477","772,896","21,808","1,543,167","102,166","1,274,895","70,833","792,221","145,521","889,385","171,297","381,432","15,219","314,795","10,157","192,937","31,622","210,741","40,479","269,698","252,847","413,013","277,910","449,944","408,028","460,786","463,186","342,265","444,468","570,807","455,891","601,548","412,648","546,222","324,436","504,448"
FL,JACKSON,12063,"2,472","5,304,024","36,254","4,000,947","34,726","4,142,218","37,517","4,047,333","48,217","3,613,780","40,343","3,604,023","44,999","3,468,716","57,837","3,238,716","47,554","3,081,019","41,895","3,069,184","48,052","2,990,697","47,614","2,923,379","25,540","3,381,918","32,147","3,657,837","47,540","3,278,681","45,637","1,035,334","7,325","729,780","5,602","720,445","6,021","735,861","7,574","634,805","6,371","604,557","6,531","591,481","8,293","570,612","7,183","523,191","5,998","546,724","7,199","534,451","6,961","442,543","3,479","572,825","3,766","633,148","5,939","541,338","5,547","1,744,148","368,020","1,717,511","383,010","1,574,834","340,796","1,692,122","189,809","555,509","96,829","537,082","100,597","501,172","87,057","530,942","41,842","512,840","560,636","530,673","634,022","950,855","655,247","872,789","664,583","877,483","788,870","915,389","671,153","825,234","712,736","735,530","763,556","692,489"
FL,JEFFERSON,12065,"1,585","2,014,042","7,285","1,439,597","7,124","1,401,620","7,816","1,275,781","10,189","1,048,436","8,953","947,283","9,968","901,735","12,767","832,188","10,688","781,945","9,482","768,785","10,966","738,734","11,058","725,836","5,988","843,833","7,482","916,994","10,187","825,666","10,393","393,137","1,472","262,585","1,149","243,780","1,254","231,954","1,601","184,171","1,414","158,902","1,447","153,763","1,831","146,619","1,615","132,783","1,358","136,946","1,643","132,015","1,617","109,878",816,"142,927",876,"158,726","1,273","136,325","1,263","828,076","278,511","613,782","251,933","652,531","249,562","434,458","205,503","233,969","71,023","172,144","63,515","179,589","66,292","106,492","48,415","338,133","368,564","357,950","397,126","591,546","413,584","564,128","433,919","568,880","508,200","557,489","433,555","519,261","479,706","431,485","465,240","447,116"
FL,LAFAYETTE,12067,"1,419","838,803","2,977","642,954","2,963","677,059","3,175","673,585","4,209","613,074","3,522","624,043","3,810","613,090","4,776","584,628","4,118","568,311","3,948","578,819","4,589","577,002","4,307","542,851","2,322","604,466","2,988","629,300","4,775","542,945","4,773","163,732",601,"117,276",478,"117,759",510,"122,467",661,"107,694",556,"104,680",553,"104,543",685,"103,003",622,"96,505",565,"103,107",688,"103,113",630,"82,177",316,"102,384",350,"108,928",597,"89,645",580,"907,140","1,358,302","686,979","1,216,425","831,548","1,264,247","899,759","1,302,274","240,350","357,749","161,416","308,736","192,436","313,572","205,409","315,999","370,349","384,639","411,067","357,034","542,849","391,884","505,009","474,225","503,723","447,343","499,502","386,377","387,076","515,677","354,093","409,592","416,454"
FL,LAKE,12069,"2,992","5,035,104","163,774","3,718,237","163,960","3,760,475","184,356","3,580,346","247,394","3,105,887","211,409","2,998,911","233,487","2,984,904","306,258","2,883,306","259,211","2,838,906","233,719","2,928,285","280,324","2,956,002","290,295","2,945,597","161,958","3,470,036","211,769","3,818,079","317,502","3,478,341","334,346","982,841","33,088","678,213","26,449","654,050","29,589","650,956","38,860","545,587","33,384","503,053","33,889","508,982","43,915","507,994","39,155","482,078","33,460","521,625","41,999","528,251","42,437","445,907","22,060","587,750","24,808","660,885","39,667","574,304","40,638","1,294,210","492,874","1,253,277","369,648","1,329,511","407,316","1,307,353","425,979","401,354","151,006","387,215","104,666","409,540","118,141","379,785","123,272","668,728","671,234","917,545","686,100","1,047,486","892,355","1,061,488","1,058,889","893,704","982,870","1,215,893","962,359","1,006,504","861,965","986,691","891,028","981,291"
FL,LEE,12071,"2,121","3,372,375","491,373","2,707,037","498,930","2,984,585","568,491","3,108,269","765,929","2,961,112","664,569","3,154,571","734,357","3,074,834","957,946","2,908,758","809,790","2,804,806","722,912","2,833,394","850,994","2,801,209","866,151","2,755,635","477,170","3,207,298","618,277","3,489,190","920,246","3,144,962","941,213","658,280","99,275","493,769","80,486","519,101","91,241","565,126","120,311","520,156","104,943","529,164","106,586","524,317","137,363","512,479","122,321","476,287","103,495","504,722","127,498","500,589","126,619","417,150","64,996","543,248","72,430","603,957","114,972","519,260","114,400","627,402","46,209","833,009","52,530","563,995","30,373","697,682","23,132","209,554","10,494","206,129","9,248","186,608","5,931","170,248","3,155","492,405","547,446","622,933","552,105","630,506","637,154","804,873","726,012","856,963","775,293","792,517","652,753","729,366","818,688","642,025","622,526","743,849"
FL,LEON,12073,"1,818","504,655","261,161","349,513","262,572","327,107","295,434","282,941","390,187","217,153","339,360","178,098","371,147","162,194","488,247","142,434","412,338","126,523","363,411","116,661","421,229","104,085","425,415","115,069","231,019","147,936","294,882","175,423","435,867","170,542","422,424","98,508","52,764","63,752","42,357","56,893","47,416","51,443","61,290","38,146","53,589","29,875","53,869","27,657","70,011","25,095","62,285","21,485","52,027","20,781","63,110","18,600","62,190","17,419","31,467","25,057","34,545","30,365","54,455","28,158","51,343","492,086","165,506","371,276","152,394","212,999","81,462","231,497","109,500","123,658","37,537","92,148","33,999","64,060","23,646","55,337","25,158","372,120","406,645","384,939","467,980","706,251","480,290","641,079","485,690","644,988","580,172","678,479","485,961","603,865","518,565","460,454","514,646","516,833"
FL,LEVY,12075,"2,952","1,534,562","17,151","1,267,306","16,873","1,434,440","18,812","1,530,752","24,897","1,491,745","21,153","1,623,212","23,425","1,560,524","31,136","1,455,342","26,288","1,382,777","23,648","1,375,687","27,886","1,338,688","28,614","1,323,903","15,705","1,548,626","20,471","1,692,728","30,307","1,532,586","30,101","299,543","3,465","231,159","2,722","249,488","3,019","278,312","3,911","262,043","3,340","272,286","3,400","266,099","4,465","256,409","3,971","234,811","3,386","245,056","4,178","239,229","4,183","200,413","2,139","262,304","2,398","293,000","3,786","253,043","3,659","1,464,114","107,979","1,670,174","159,492","1,939,364","496,311","2,158,876","476,945","465,858","31,594","412,403","30,402","547,131","96,549","619,979","94,576","798,191","815,782","910,684","751,224","1,137,238","837,759","1,045,834","1,048,726","1,036,600","930,471","1,081,549","809,002","806,353","883,614","826,410","930,394","888,136"
FL,LIBERTY,12077,"2,184","41,196","2,523","35,063","2,416","40,747","2,789","44,506","3,691","44,279","3,158","49,082","3,376","41,914","4,372","33,932","3,981","27,094","3,602","21,573","4,239","15,479","4,371","16,660","2,266","20,974","2,944","24,454","4,195","23,446","4,076","8,041",510,"6,395",390,"7,087",448,"8,092",580,"7,778",499,"8,233",490,"7,147",627,"5,978",601,"4,601",516,"3,843",635,"2,766",639,"2,522",309,"3,552",345,"4,233",524,"3,871",495,"68,992","3,131","72,206","10,718","118,437","7,751","38,741","3,638","22,800",712,"19,242","1,890","29,056","1,149","9,496",520,"446,393","487,897","460,531","563,885","851,669","578,431","769,418","583,232","773,824","696,849","820,157","583,460","725,730","620,443","790,783","763,622","601,993"
FL,MADISON,12079,"1,854","1,293,106","11,305","1,037,710","10,987","1,143,813","12,370","1,190,925","15,997","1,134,279","13,337","1,208,119","14,470","1,169,381","18,583","1,098,310","15,451","1,051,276","13,538","1,053,971","15,791","1,033,907","15,596","994,261","8,407","1,132,006","10,795","1,205,421","15,782","1,064,129","15,438","252,412","2,284","189,280","1,772","198,940","1,985","216,526","2,513","199,250","2,106","202,656","2,100","199,401","2,665","193,505","2,334","178,518","1,938","187,747","2,366","184,764","2,280","150,512","1,145","191,738","1,265","208,651","1,972","175,697","1,876","1,402,862","471,832","1,021,373","419,233","935,111","357,635","1,044,671","494,139","478,631","145,293","349,814","129,068","306,785","113,243","276,256","125,595","431,204","464,460","472,031","450,069","662,865","482,352","667,193","543,384","672,890","595,662","604,533","519,716","575,626","628,837","496,674","544,796","524,514"
FL,MANATEE,12081,"1,952","11,076,084","286,230","8,644,527","288,135","9,272,681","323,595","9,401,097","432,183","8,723,781","368,555","9,057,736","402,843","8,700,162","524,125","8,106,163","437,574","7,694,405","386,745","7,647,027","454,242","7,433,239","459,447","7,647,649","253,129","9,271,648","326,029","10,469,676","484,327","9,765,448","489,380","2,162,028","57,829","1,576,778","46,481","1,612,773","51,936","1,709,248","67,887","1,532,439","58,199","1,519,391","58,470","1,483,541","75,156","1,428,182","66,097","1,306,595","55,368","1,362,191","68,056","1,328,353","67,165","1,157,707","34,479","1,570,419","38,194","1,812,234","60,510","1,612,358","59,482","3,222,250","412,840","2,972,474","291,327","2,869,849","293,680","2,726,868","248,238","985,089","74,021","926,598","51,711","898,363","52,679","857,732","44,455","450,940","548,106","572,079","561,761","589,858","585,693","799,941","720,128","865,749","708,518","734,249","624,671","650,014","771,136","582,257","585,819","700,248"
FL,MARION,12083,"4,307","2,982,155","200,334","2,186,415","202,057","2,193,260","227,432","2,068,762","305,987","1,775,315","264,927","1,692,628","293,870","1,701,976","383,437","1,660,348","327,413","1,650,483","293,436","1,718,296","346,926","1,750,222","354,340","1,614,510","195,493","1,760,654","251,885","1,792,879","372,464","1,510,900","372,646","582,110","40,475","398,806","32,595","381,468","36,502","376,129","48,064","311,856","41,835","283,930","42,653","290,219","54,983","292,528","49,457","280,270","42,009","306,086","51,977","312,773","51,800","244,406","26,628","298,217","29,508","310,336","46,534","249,462","45,293","3,178,003","357,818","3,113,860","328,860","2,777,601","296,662","3,071,081","277,115","918,793","74,867","870,417","61,506","776,129","59,367","861,359","45,673","1,138,656","1,153,958","1,342,290","1,072,491","1,643,163","1,239,385","1,520,247","1,544,510","1,453,474","1,362,350","1,619,814","1,216,840","1,216,838","1,327,086","1,230,176","1,318,364","1,323,403"
FL,MARTIN,12085,"1,701","6,456,376","112,242","4,987,684","113,814","5,294,814","128,168","5,311,808","171,865","4,876,585","147,776","5,008,469","161,543","5,286,650","210,975","5,391,638","176,619","5,583,082","155,671","6,035,902","184,386","6,366,773","187,393","5,615,179","103,432","5,819,570","133,087","5,590,695","194,408","4,404,035","193,499","1,260,271","22,677","909,763","18,360","920,913","20,571","965,759","26,996","856,632","23,336","840,146","23,447","901,473","30,252","949,924","26,679","948,069","22,286","1,075,195","27,625","1,137,771","27,394","850,030","14,089","985,711","15,591","967,714","24,289","727,143","23,519","2,338,279","154,807","1,546,018","85,896","1,414,405","259,809","1,220,388","235,049","697,710","27,838","470,357","15,176","423,398","69,393","291,197","55,933","375,997","355,415","514,746","361,630","526,304","515,101","572,028","542,606","519,253","602,579","669,308","526,986","675,775","592,774","594,568","453,073","603,705"
FL,Miami-Dade,12086,"5,133","14,025,053","4,041,918","10,920,334","4,006,583","11,686,090","4,404,857","11,819,639","2,236,650","10,941,697","4,836,103","11,333,038","5,278,883","10,866,481","6,660,008","10,105,819","5,519,287","9,573,753","4,876,343","9,495,187","5,730,740","9,209,616","5,741,382","10,093,939","3,095,776","12,890,995","3,984,943","15,205,536","5,885,692","14,718,988","5,822,108","2,737,660","816,616","1,991,890","646,328","2,032,531","706,967","2,148,972","351,329","1,922,043","763,674","1,901,062","766,189","1,852,939","955,003","1,780,491","833,705","1,625,729","698,115","1,691,410","858,595","1,645,800","839,311","1,528,028","421,679","2,183,459","466,828","2,631,981","735,333","2,430,230","707,648","506,029","37,270","256,575","16,180","221,694","11,939","213,223","7,069","139,118","6,967","64,646","2,900","64,358","2,046","64,479","1,195","1,266,396","922,209","1,517,529","800,620","1,281,947","1,554,997","1,325,368","1,131,205","1,476,777","2,034,938","1,758,141","1,251,409","1,919,148","2,110,693","1,460,764","1,411,800","1,639,426"
FL,MONROE,12087,"2,696","5,722","75,953","4,244","75,421","4,313","82,346","4,129","107,163","3,605","88,939","3,506","96,306","3,324","126,538","3,054","101,658","2,856","87,300","2,793","99,646","2,669","97,507","2,660","51,825","3,135","64,212","3,451","92,490","3,145","89,116","1,117","15,345",774,"12,167",750,"13,216",751,"16,833",633,"14,044",588,"13,978",567,"18,145",538,"15,356",485,"12,498",498,"14,929",477,"14,254",403,"7,059",531,"7,522",597,"11,555",519,"10,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"664,904","486,407","794,197","423,239","674,936","816,786","699,313","597,406","778,525","1,068,060","924,489","659,028","1,007,188","1,107,639","767,969","742,194","861,994"
FL,NASSAU,12089,"1,685","241,456","39,781","189,163","39,685","203,679","44,395","207,284","58,499","193,082","49,966","201,236","55,683","170,171","73,125","135,916","61,228","106,405","54,357","82,080","64,609","55,512","66,561","72,305","36,674","103,707","47,475","133,040","70,052","137,259","70,243","47,132","8,037","34,504","6,402","35,425","7,125","37,687","9,189","33,917","7,890","33,756","8,082","29,017","10,486","23,946","9,249","18,069","7,782","14,621","9,680","9,920","9,730","10,946","4,995","17,566","5,562","23,028","8,752","22,663","8,538","630,138","705,900","412,247","604,974","395,960","894,618","274,179","1,055,678","161,733","191,275","102,778","159,528","102,820","246,245","84,537","318,481","463,950","490,258","466,907","428,054","657,794","481,712","609,773","593,888","597,146","535,534","598,512","459,818","435,841","662,147","356,392","506,131","484,434"
FL,OKALOOSA,12091,"2,434","635,110","174,098","468,808","172,433","473,909","188,304","450,966","244,624","390,965","207,698","377,230","231,459","373,372","303,199","358,683","252,452","351,252","221,632","360,385","257,931","361,894","257,971","364,690","138,298","434,059","175,218","482,131","256,791","443,077","251,445","123,972","35,174","85,511","27,816","82,426","30,222","81,992","38,425","68,678","32,798","63,279","33,595","63,667","43,477","63,195","38,134","59,647","31,730","64,197","38,644","64,672","37,712","55,207","18,838","73,520","20,526","83,454","32,082","73,156","30,562","479,075","181,735","303,178","88,035","253,117","78,215","254,120","89,843","153,453","53,512","96,199","25,564","82,187","22,651","80,578","25,176","585,430","678,637","654,010","661,376","946,401","715,095","903,470","713,674","892,251","769,952","932,947","837,636","893,082","720,957","768,537","757,251","626,165"
FL,OKEECHOBEE,12093,"2,310","4,278,694","21,758","3,314,165","21,809","3,527,810","24,490","3,548,980","31,878","3,267,473","27,365","3,365,624","29,778","3,314,310","38,609","3,167,870","31,395","3,086,693","27,041","3,151,174","31,967","3,148,692","33,120","2,923,990","18,180","3,211,580","23,444","3,295,650","34,428","2,800,495","33,968","835,192","4,396","604,510","3,518","613,583","3,931","645,253","5,007","573,972","4,321","564,567","4,322","565,152","5,536","558,130","4,742","524,155","3,871","561,329","4,789","562,685","4,842","442,636","2,476","543,973","2,746","570,456","4,301","462,386","4,129","6,384,223","2,181,141","6,672,211","2,298,072","6,398,871","1,831,394","6,544,077","1,778,424","1,722,994","383,305","1,789,073","404,923","1,796,413","323,665","1,863,678","315,622","497,577","502,877","699,219","527,424","740,540","699,592","824,513","791,666","729,989","799,438","932,570","751,093","924,701","780,841","833,837","614,572","837,914"
FL,ORANGE,12095,"2,599","5,813,256","1,173,297","4,404,098","1,175,774","4,580,820","1,332,875","4,498,279","1,799,344","4,038,084","1,551,809","4,050,669","1,719,597","3,834,274","2,249,343","3,517,189","1,884,670","3,283,302","1,664,613","3,205,259","1,970,368","3,056,350","2,029,958","3,010,588","1,125,734","3,508,418","1,457,566","3,821,304","2,177,680","3,448,195","2,204,773","1,134,735","237,049","803,316","189,672","796,730","213,923","817,849","282,638","709,339","245,048","679,480","249,586","653,816","322,542","619,675","284,685","557,541","238,312","570,964","295,206","546,183","296,752","455,745","153,338","594,251","170,751","661,443","272,070","569,326","267,979","878,178","486,196","655,419","92,093","543,633","9,605","818,264","2,232","278,369","162,802","161,899","23,397","171,877","2,816","260,548",656,"521,586","485,491","806,024","536,362","894,042","791,769","894,151","910,769","639,126","849,981","1,120,609","892,873","1,130,788","763,052","1,044,146","651,718","958,103"
FL,OSCEOLA,12097,"3,901","4,109,331","83,985","3,219,702","88,335","3,467,135","102,311","3,528,876","145,894","3,287,429","133,482","3,426,626","150,315","3,702,417","201,114","3,852,091","171,146","4,058,343","156,258","4,454,177","190,696","4,761,202","199,889","4,185,931","112,742","4,322,013","149,710","4,133,124","226,282","3,237,472","237,648","802,133","16,968","587,280","14,250","603,030","16,421","641,598","22,917","577,477","21,078","574,800","21,817","631,332","28,838","678,680","25,852","689,152","22,370","793,437","28,571","850,848","29,221","633,669","15,357","732,057","17,538","715,417","28,271","534,534","28,885","5,423,891","646,297","4,961,227","474,933","5,076,760","379,071","4,573,298","666,668","1,789,622","199,489","1,648,623","147,561","1,662,900","117,311","1,492,724","232,567","784,812","745,540","1,204,537","822,914","1,319,560","1,189,865","1,358,567","1,367,006","1,010,268","1,291,626","1,669,842","1,338,219","1,729,838","1,188,115","1,581,815","961,651","1,463,656"
FL,PALM BEACH,12099,"5,744","37,362,759","1,298,748","28,740,716","1,317,469","30,376,807","1,469,613","30,336,686","1,944,307","27,721,381","1,673,002","28,334,348","1,863,184","30,110,592","2,452,830","30,888,976","2,073,183","32,150,367","1,844,879","34,915,922","2,180,834","36,978,845","2,228,639","32,749,769","1,224,346","34,109,766","1,576,435","32,963,279","2,322,965","26,156,045","2,325,732","7,293,131","262,395","5,242,361","212,529","5,283,359","235,869","5,515,625","305,408","4,869,600","264,186","4,752,948","270,427","5,134,421","351,720","5,442,165","313,160","5,459,488","264,119","6,219,690","326,738","6,608,286","325,796","4,957,683","166,770","5,777,465","184,676","5,705,733","290,221","4,318,585","282,681","1,777,201","130,893","1,091,610","68,838","457,964","24,663","268,517","8,903","484,670","24,272","263,282","11,812","106,526","3,386","78,043","1,446","1,344,315","1,163,050","1,719,890","1,110,883","1,621,921","1,736,859","1,762,236","1,597,751","1,776,144","2,147,273","2,116,209","1,607,992","2,176,336","2,174,463","1,810,871","1,573,901","1,943,295"
FL,PASCO,12101,"1,982","1,809,204","426,697","1,436,541","430,087","1,567,350","473,766","1,615,972","622,067","1,524,642","519,023","1,609,189","561,697","1,536,873","727,654","1,423,339","610,093","1,342,445","541,212","1,325,181","638,655","1,278,906","648,767","1,316,810","355,264","1,597,510","457,832","1,804,994","682,139","1,684,463","698,589","353,153","86,209","262,028","69,380","272,605","76,038","293,806","97,713","267,822","81,960","269,934","81,526","262,066","104,341","250,770","92,156","227,962","77,482","236,059","95,685","228,546","94,841","199,340","48,391","270,584","53,634","312,433","85,224","278,119","84,910","2,271,720","1,817,328","1,840,094","1,603,954","1,941,551","1,243,437","1,201,226","984,648","702,138","604,877","576,533","542,892","611,890","408,830","333,690","297,584","457,734","521,422","587,260","529,150","638,685","590,309","769,244","715,277","778,224","693,012","761,142","626,602","580,178","524,993","606,693","656,173","615,197"
FL,PINELLAS,12103,756,"149,909","1,429,232","111,055","1,380,422","112,718","1,475,806","107,754","1,889,739","93,905","1,543,446","91,152","1,652,644","89,564","2,085,755","85,417","1,691,368","83,043","1,455,560","84,590","1,664,143","84,335","1,639,756","78,783","872,724","87,077","1,096,581","89,955","1,589,422","76,983","1,542,164","29,262","288,757","20,257","222,685","19,605","236,863","19,591","296,837","16,496","243,727","15,290","239,869","15,272","299,084","15,049","255,486","14,102","208,383","15,068","249,326","15,071","239,710","11,926","118,875","14,749","128,462","15,571","198,575","12,711","187,442","81,182","58,989","71,829","52,334","29,643","15,258","15,170","5,632","19,588","14,814","15,941","12,191","6,540","3,457","4,035","1,524","174,712","207,884","221,772","212,729","232,568","226,285","304,429","276,248","324,094","271,552","285,773","240,380","238,944","255,057","228,304","236,175","254,775"
