State,County,FIPS,Area,1987_N_FarmFertilizer,1987_N_NonfarmFertilizer,1988_N_FarmFertilizer,1988_N_NonfarmFertilizer,1989_N_FarmFertilizer,1989_N_NonfarmFertilizer,1990_N_FarmFertilizer,1990_N_NonfarmFertilizer,1991_N_FarmFertilizer,1991_N_NonfarmFertilizer,1992_N_FarmFertilizer,1992_N_NonfarmFertilizer,1993_N_FarmFertilizer,1993_N_NonfarmFertilizer,1994_N_FarmFertilizer,1994_N_NonfarmFertilizer,1995_N_FarmFertilizer,1995_N_NonfarmFertilizer,1996_N_FarmFertilizer,1996_N_NonfarmFertilizer,1997_N_FarmFertilizer,1997_N_NonfarmFertilizer,1998_N_FarmFertilizer,1998_N_NonfarmFertilizer,1999_N_FarmFertilizer,1999_N_NonfarmFertilizer,2000_N_FarmFertilizer,2000_N_NonfarmFertilizer,2001_N_FarmFertilizer,2001_N_NonfarmFertilizer,1987_P_FarmFertilizer,1987_P_NonfarmFertilizer,1988_P_FarmFertilizer,1988_P_NonfarmFertilizer,1989_P_FarmFertilizer,1989_P_NonfarmFertilizer,1990_P_FarmFertilizer,1990_P_NonfarmFertilizer,1991_P_FarmFertilizer,1991_P_NonfarmFertilizer,1992_P_FarmFertilizer,1992_P_NonfarmFertilizer,1993_P_FarmFertilizer,1993_P_NonfarmFertilizer,1994_P_FarmFertilizer,1994_P_NonfarmFertilizer,1995_P_FarmFertilizer,1995_P_NonfarmFertilizer,1996_P_FarmFertilizer,1996_P_NonfarmFertilizer,1997_P_FarmFertilizer,1997_P_NonfarmFertilizer,1998_P_FarmFertilizer,1998_P_NonfarmFertilizer,1999_P_FarmFertilizer,1999_P_NonfarmFertilizer,2000_P_FarmFertilizer,2000_P_NonfarmFertilizer,2001_P_FarmFertilizer,2001_P_NonfarmFertilizer,1982_N_ManureUnconfined,1982_N_ManureConfined,1987_N_ManureUnconfined,1987_N_ManureConfined,1992_N_ManureUnconfined,1992_N_ManureConfined,1997_N_ManureUnconfined,1997_N_ManureConfined,1982_P_ManureUnconfined,1982_P_ManureConfined,1987_P_ManureUnconfined,1987_P_ManureConfined,1992_P_ManureUnconfined,1992_P_ManureConfined,1997_P_ManureUnconfined,1997_P_ManureConfined,1985_N_AtmosphericDeposition,1986_N_AtmosphericDeposition,1987_N_AtmosphericDeposition,1988_N_AtmosphericDeposition,1989_N_AtmosphericDeposition,1990_N_AtmosphericDeposition,1991_N_AtmosphericDeposition,1992_N_AtmosphericDeposition,1993_N_AtmosphericDeposition,1994_N_AtmosphericDeposition,1995_N_AtmosphericDeposition,1996_N_AtmosphericDeposition,1997_N_AtmosphericDeposition,1998_N_AtmosphericDeposition,1999_N_AtmosphericDeposition,2000_N_AtmosphericDeposition,2001_N_AtmosphericDeposition
AL,GENEVA,1061,"1,499","3,998,313","6,154","3,885,058","6,517","3,720,029","11,235","4,184,125","9,266","3,937,100","9,825","3,950,565","11,443","4,351,933","14,452","4,941,726","12,159","3,438,953","17,096","4,182,572","16,347","3,666,757","14,534","4,477,861","15,628","4,139,988","14,595","3,820,006","18,470","3,933,396","19,507","784,569","1,056","808,958","1,342","799,821","2,328","723,589","2,060","657,335","2,150","658,471","2,295","741,224","2,845","565,920","3,122","688,533","4,965","727,232","3,552","638,366","3,053","1,024,691","2,973","852,779","3,131","789,055","3,706","814,246","3,764","1,299,625","1,123,960","1,073,046","1,435,676","1,198,898","2,373,444","1,413,429","2,337,161","421,005","339,243","352,142","433,638","390,114","712,594","460,055","696,040","337,367","377,571","362,930","380,442","556,989","414,385","535,662","419,923","535,298","477,101","542,235","459,343","519,876","448,942","468,822","465,484","411,074"
AL,GREENE,1063,"1,709","528,175","2,008","513,834","2,138","492,610","3,667","554,755","2,968","522,663","3,098","525,124","3,609","581,961","4,459","664,620","3,659","465,037","5,054","568,543","4,830","500,908","4,253","614,858","4,519","571,478","4,140","530,190","5,171","549,007","5,518","103,641",345,"106,992",440,"105,913",760,"95,938",660,"87,263",678,"87,526",724,"99,120",878,"76,112",939,"93,108","1,468","98,854","1,049","87,206",893,"140,701",860,"117,716",888,"109,515","1,038","113,649","1,065","636,749","478,939","441,285","609,986","296,922","478,911","280,982","423,865","198,927","140,799","143,002","185,349","95,659","142,853","94,126","129,405","451,225","551,565","563,717","487,886","722,702","574,875","644,170","524,700","624,898","499,417","693,487","724,041","683,427","505,889","476,720","467,528","595,105"
AL,HALE,1065,"1,700","1,070,384","3,279","1,004,686","3,565","927,565","6,264","1,003,886","5,152","906,913","5,412","871,529","6,404","911,815","8,019","982,920","6,704","649,025","9,438","748,547","9,071","621,879","8,063","775,627","8,851","732,604","8,249","690,809","10,506","727,151","12,215","210,036",563,"209,199",734,"199,430","1,298","173,609","1,145","151,418","1,184","145,264","1,284","155,301","1,579","112,563","1,721","129,945","2,741","130,151","1,971","108,266","1,694","177,490","1,684","150,906","1,770","142,693","2,108","150,527","2,357","1,393,277","172,721","1,294,887","184,247","1,346,408","123,114","1,113,408","55,955","409,934","33,666","390,729","42,286","412,837","26,545","351,795","12,640","412,011","498,368","504,416","454,361","614,700","551,255","595,040","486,702","589,334","434,990","661,741","714,229","626,979","430,812","448,739","421,004","526,267"
AL,HENRY,1067,"1,472","3,301,734","3,440","3,390,881","3,686","3,424,692","6,500","4,055,366","5,324","4,010,626","5,627","4,223,056","6,534","4,215,302","8,217","4,311,688","6,873","2,683,806","9,538","2,894,678","8,984","2,226,757","8,033","2,853,213","8,698","2,766,162","8,056","2,675,021","10,250","2,885,435","10,952","647,883",590,"706,059",759,"736,322","1,347","701,322","1,183","669,611","1,231","703,889","1,310","717,953","1,618","493,769","1,765","537,341","2,770","503,303","1,952","387,669","1,688","652,915","1,655","569,790","1,728","552,549","2,056","597,310","2,113","1,150,502","190,607","844,868","115,879","793,011","81,600","717,567","50,738","386,567","56,483","286,960","35,322","266,067","24,478","233,434","14,807","342,509","366,048","351,401","365,745","519,560","402,181","533,510","419,781","530,019","486,204","504,947","447,645","514,109","472,859","445,200","444,256","411,522"
AL,HOUSTON,1069,"1,506","4,410,392","29,709","4,425,147","32,033","4,373,171","55,997","5,074,302","46,101","4,923,590","48,473","5,092,379","57,378","5,556,646","72,419","6,251,970","59,768","4,312,249","83,928","5,199,786","80,934","4,520,720","72,110","5,849,811","78,015","5,723,617","72,889","5,582,722","92,125","6,070,452","99,508","865,429","5,097","921,417","6,594","940,249","11,604","877,533","10,247","822,039","10,605","848,786","11,506","946,411","14,258","715,968","15,345","863,381","24,377","904,097","17,584","787,038","15,149","1,338,641","14,842","1,178,984","15,637","1,153,160","18,483","1,256,635","19,199","1,711,961","257,598","1,189,146","237,044","1,233,913","259,313","1,463,646","170,735","557,379","75,523","389,316","70,572","399,200","78,384","464,892","50,601","324,974","355,445","338,609","380,381","560,790","401,945","535,672","412,872","537,141","481,900","539,468","427,021","508,789","450,867","446,400","458,357","421,308"
AL,JACKSON,1071,"2,918","2,691,908","12,731","2,664,752","13,567","2,599,357","23,239","2,978,313","18,943","2,854,799","19,933","2,917,968","23,590","3,261,261","29,862","3,754,159","24,974","2,646,481","35,370","3,258,353","34,333","2,889,856","30,468","3,519,340","33,337","3,244,438","31,132","2,984,726","39,511","3,063,766","42,349","528,220","2,184","554,862","2,793","558,872","4,816","515,060","4,211","476,635","4,361","486,360","4,731","555,460","5,879","429,922","6,412","529,868","10,273","566,536","7,459","503,111","6,401","805,348","6,342","668,308","6,679","616,521","7,927","634,226","8,171","1,287,535","731,067","1,401,500","886,589","1,343,665","1,327,524","1,540,623","1,480,271","421,984","233,069","455,517","274,120","434,543","402,739","505,210","443,847","1,172,919","914,999","1,005,934","964,528","1,953,229","1,409,555","1,319,160","1,397,845","1,303,638","1,522,950","1,450,568","1,830,580","1,836,780","1,430,405","1,509,128","1,271,925","1,335,065"
AL,JEFFERSON,1073,"2,911","350,841","377,010","329,949","401,697","305,269","696,804","331,154","565,824","299,929","588,946","289,039","690,212","299,125","862,903","318,703","718,789","207,807","1,000,718","236,435","948,609","193,553","833,889","258,602","893,651","260,385","822,663","260,629","1,030,074","290,122","1,098,257","68,844","64,688","68,703","82,694","65,634","144,393","57,269","125,772","50,076","128,852","48,176","138,415","50,947","169,895","36,497","184,549","41,606","290,658","41,109","206,105","33,697","175,181","59,177","170,009","53,636","176,488","53,835","206,664","60,058","211,893","306,712","365,483","359,020","173,793","358,409","56,746","347,815","19,061","81,656","111,015","102,816","51,727","87,774","11,876","105,986","5,167","968,094","884,567","940,256","875,603","1,255,367","1,181,000","1,197,226","1,152,131","1,172,246","1,189,926","1,307,212","1,502,397","1,470,303","1,145,381","1,158,074","1,010,052","1,138,872"
AL,LAMAR,1075,"1,568","585,586","3,717","570,369","3,893","547,475","6,664","617,302","5,375","582,318","5,536","585,800","6,404","634,502","8,072","708,735","6,689","485,369","9,289","581,176","8,805","501,804","7,800","600,037","8,371","542,531","7,752","488,901","9,733","490,918","10,155","114,907",638,"118,764",801,"117,709","1,381","106,754","1,195","97,223","1,211","97,640","1,284","108,069","1,589","81,164","1,717","97,179","2,698","101,050","1,913","87,362","1,639","137,309","1,592","111,754","1,663","100,987","1,953","101,624","1,959","423,085","72,859","323,448","55,908","347,458","83,846","395,388","84,115","128,487","17,219","98,882","13,575","108,428","22,360","121,143","21,279","493,944","520,908","572,131","443,375","800,603","625,056","696,425","562,604","625,562","656,526","725,736","739,644","782,157","741,996","571,037","545,506","645,521"
AL,LAUDERDALE,1077,"1,862","3,342,559","27,844","3,241,442","29,640","3,097,485","51,432","3,476,747","42,113","3,264,624","44,446","3,268,787","52,667","3,563,244","66,829","4,005,225","56,052","2,759,947","79,050","3,324,903","75,982","2,888,064","67,301","3,449,399","72,828","3,114,881","67,734","2,803,113","85,418","2,810,465","90,587","655,894","4,777","674,942","6,102","665,972","10,658","601,257","9,361","545,059","9,724","544,834","10,562","606,894","13,158","458,673","14,391","552,586","22,960","578,107","16,509","502,799","14,138","789,343","13,855","641,621","14,531","579,007","17,138","581,790","17,478","1,530,163","321,177","1,525,000","315,282","1,845,580","274,907","1,866,819","281,939","495,950","92,100","496,628","91,064","584,144","75,570","590,993","79,572","670,833","726,653","609,621","526,214","1,223,564","853,130","992,106","804,162","842,653","970,254","962,264","1,005,538","1,013,030","1,030,016","769,087","749,390","815,059"
AL,LAWRENCE,1079,"1,860","3,590,061","8,131","3,389,291","8,735","3,148,857","15,402","3,431,360","12,617","3,123,182","13,352","3,026,082","15,628","3,330,422","19,739","3,778,402","16,360","2,627,145","23,182","3,192,599","22,323","2,796,664","19,905","3,705,961","21,540","3,704,726","20,208","3,684,671","25,596","4,078,463","27,408","704,460","1,395","705,728","1,798","677,017","3,192","593,408","2,805","521,444","2,921","504,380","3,134","567,239","3,886","432,698","4,200","525,996","6,733","555,103","4,850","486,887","4,182","848,053","4,098","763,121","4,335","761,101","5,135","844,277","5,288","1,329,621","1,537,110","1,207,452","1,548,292","1,299,586","1,408,582","1,557,917","1,723,493","438,843","511,744","396,179","505,273","419,549","419,690","506,923","514,520","676,540","693,305","610,274","543,246","1,234,494","847,336","962,974","814,813","831,978","950,570","951,927","1,051,569","1,063,772","922,915","838,013","751,954","816,453"
AL,LEE,1081,"1,594","673,615","30,479","693,274","33,594","701,543","59,659","832,206","49,582","824,361","52,868","869,323","63,341","864,827","81,866","881,123","69,548","545,878","101,078","585,410","99,369","447,144","92,567","773,626","103,245","933,221","98,697","1,069,579","126,911","1,324,011","137,647","132,180","5,230","144,356","6,916","150,835","12,363","143,919","11,021","137,635","11,567","144,897","12,702","147,298","16,118","100,905","17,856","109,294","29,358","101,786","21,590","77,846","19,446","177,033","19,641","192,230","21,174","220,931","25,462","274,082","26,557","731,393","77,213","682,342","45,185","554,251","26,233","568,656","12,378","185,307","18,396","171,353","9,097","135,664","4,609","137,947","2,383","503,332","477,563","432,740","412,670","519,236","519,577","621,227","561,092","575,369","603,819","600,123","577,561","641,860","675,093","576,598","516,664","477,716"
AL,LIMESTONE,1083,"1,572","4,374,670","16,459","4,270,036","18,117","4,107,427","32,639","4,641,325","26,812","4,387,857","28,624","4,423,839","34,438","5,000,172","44,178","5,815,762","37,303","4,139,190","52,753","5,141,544","51,117","4,597,783","46,359","5,543,587","51,031","5,057,061","48,235","4,600,926","61,458","4,667,779","67,292","858,420","2,824","889,119","3,730","883,113","6,763","802,655","5,960","732,593","6,262","737,355","6,906","851,632","8,698","666,014","9,578","828,732","15,322","893,970","11,106","800,454","9,739","1,268,567","9,708","1,041,683","10,348","950,361","12,330","966,270","12,983","1,166,463","198,213","1,113,329","193,304","1,128,940","326,282","1,266,463","494,225","349,018","51,392","342,435","55,264","358,739","93,322","405,440","147,344","569,373","642,602","498,263","450,683","1,119,300","719,084","844,001","701,840","714,162","814,746","819,833","940,934","942,131","783,085","757,382","665,761","704,733"
AL,LOWNDES,1085,"1,878","1,288,544","2,553","1,223,926","2,674","1,144,560","4,750","1,256,037","3,844","1,151,914","3,976","1,125,266","4,643","1,224,434","5,837","1,373,897","4,851","945,108","6,901","1,136,653","6,487","985,687","5,757","1,290,912","6,273","1,277,013","5,862","1,258,186","7,432","1,380,846","7,916","252,844",438,"254,849",551,"246,085",984,"217,215",854,"192,323",870,"187,557",931,"208,546","1,149","157,337","1,246","189,226","2,004","197,632","1,409","171,604","1,209","295,406","1,193","263,047","1,258","259,889","1,491","285,847","1,527","1,776,954","370,063","1,721,200","538,696","1,767,823","502,434","1,592,570","491,897","563,647","107,166","538,082","157,140","566,039","146,761","506,738","146,071","451,408","537,871","540,567","494,576","650,667","603,833","650,049","536,938","646,986","479,227","725,248","781,160","685,752","473,030","497,434","462,823","560,951"
AL,MACON,1087,"1,588","1,099,727","6,647","1,073,832","7,024","1,033,334","12,145","1,168,101","9,754","1,104,739","9,887","1,114,234","11,676","1,157,815","14,423","1,239,035","11,753","811,767","16,085","928,411","15,294","764,356","13,230","977,472","14,326","945,897","13,261","913,132","16,648","983,329","17,731","215,794","1,141","223,596","1,446","222,171","2,517","202,008","2,168","184,446","2,163","185,718","2,341","197,200","2,840","141,893","3,017","162,529","4,672","161,425","3,323","133,071","2,779","223,680","2,725","194,841","2,845","188,615","3,340","203,557","3,421","816,942","86,245","636,693","42,162","626,402","29,648","676,287","14,721","254,302","25,245","198,013","10,513","192,609","6,543","162,962","2,815","455,126","455,967","436,529","414,343","538,814","514,097","595,082","522,703","571,453","543,336","598,192","608,828","627,138","575,811","525,868","478,469","485,053"
AL,MADISON,1089,"2,105","4,640,033","103,269","4,591,928","114,271","4,478,000","204,098","5,129,451","169,234","4,915,421","181,418","5,022,877","219,566","5,338,120","285,070","5,849,488","240,883","3,929,232","333,568","4,613,873","317,775","3,906,010","282,208","4,851,828","309,571","4,564,077","288,465","4,286,247","365,200","4,493,510","397,964","910,490","17,719","956,144","23,524","962,788","42,293","887,070","37,617","820,675","39,691","837,202","44,032","909,192","56,127","669,876","61,847","786,695","96,885","802,223","69,043","680,019","59,286","1,110,268","58,893","940,135","61,885","885,362","73,270","930,195","76,781","1,413,816","643,353","1,060,636","267,377","1,231,907","605,435","1,045,574","247,993","443,614","208,180","327,262","82,162","399,210","204,692","328,411","76,485","798,798","772,146","691,510","642,839","1,477,818","988,463","1,034,277","972,323","946,994","1,094,392","1,069,123","1,305,193","1,307,700","1,030,641","1,069,618","911,460","961,717"
AL,MARENGO,1091,"2,546","1,337,024","5,253","1,271,784","5,557","1,191,116","9,583","1,309,237","7,662","1,202,774","7,867","1,177,116","9,180","1,265,204","11,500","1,402,420","9,520","953,104","13,191","1,132,551","12,415","970,454","10,948","1,084,788","11,576","906,837","10,548","744,827","13,243","668,756","13,970","262,357",901,"264,814","1,144","256,095","1,986","226,415","1,703","200,814","1,721","196,199","1,841","215,490","2,264","160,603","2,444","190,827","3,831","196,919","2,697","168,952","2,300","248,237","2,202","186,795","2,263","153,850","2,657","138,438","2,695","1,704,982","46,058","1,800,750","68,786","1,716,942","69,617","1,610,538","73,643","524,004","9,806","565,125","14,690","529,628","13,974","495,199","14,857","638,644","789,699","799,639","701,303","997,698","829,100","915,690","743,652","900,266","674,314","1,005,222","1,062,832","955,783","667,302","673,968","645,521","807,255"
AL,MARION,1093,"1,926","1,097,176","7,817","1,099,310","8,262","1,084,949","14,343","1,257,289","11,626","1,218,457","11,894","1,258,753","13,961","1,300,904","17,616","1,383,997","14,786","900,964","20,933","1,023,266","20,258","836,042","17,958","946,506","19,243","803,759","17,569","673,409","21,988","620,525","22,969","215,293","1,341","228,901","1,701","233,268","2,972","217,431","2,584","203,433","2,602","209,806","2,800","221,571","3,468","158,494","3,796","180,387","6,080","177,917","4,401","145,551","3,772","216,594","3,661","165,563","3,769","139,098","4,411","128,454","4,432","708,347","380,586","696,624","369,867","649,923","547,980","783,522","800,962","230,214","113,166","222,281","106,464","210,435","160,704","219,409","198,940","661,424","634,437","682,361","539,655","1,064,400","846,228","903,948","747,862","807,613","918,262","928,375","963,438","1,005,708","965,260","751,566","708,565","813,648"
